drug,from_agency,to_agency,lag_days,lag_months,from_date,to_date,agency_pair
naproxen,FDA,HealthCanada,5844,191.98423127463863,1995-02-10,2011-02-10,FDA -> HealthCanada
naropin,FDA,HealthCanada,218,7.1616294349540075,1996-09-24,1997-04-30,FDA -> HealthCanada
nasonex,FDA,HealthCanada,294,9.658344283837057,1997-10-01,1998-07-22,FDA -> HealthCanada
natesto,FDA,HealthCanada,587,19.2838370565046,2014-05-28,2016-01-05,FDA -> HealthCanada
neoral,FDA,HealthCanada,170,5.5847568988173455,1995-07-14,1995-12-31,FDA -> HealthCanada
nerlynx,FDA,HealthCanada,729,23.94875164257556,2017-07-17,2019-07-16,FDA -> HealthCanada
nesina,FDA,HealthCanada,306,10.052562417871222,2013-01-25,2013-11-27,FDA -> HealthCanada
netspot,FDA,HealthCanada,1127,37.023653088042046,2016-06-01,2019-07-03,FDA -> HealthCanada
neulasta,FDA,HealthCanada,771,25.328515111695136,2002-01-31,2004-03-12,FDA -> HealthCanada
neupro,FDA,HealthCanada,2143,70.40078843626806,2007-05-09,2013-03-21,FDA -> HealthCanada
neuraceq,FDA,HealthCanada,1071,35.183968462549274,2014-03-19,2017-02-22,FDA -> HealthCanada
neurontin,FDA,HealthCanada,139,4.566360052562418,1998-10-09,1999-02-25,FDA -> HealthCanada
nevanac,FDA,HealthCanada,972,31.93166885676741,2005-08-19,2008-04-17,FDA -> HealthCanada
nexavar,FDA,HealthCanada,239,7.851511169513797,2005-12-01,2006-07-28,FDA -> HealthCanada
nexium,FDA,HealthCanada,2414,79.3035479632063,2001-02-20,2007-10-01,FDA -> HealthCanada
nexium 24hr,FDA,HealthCanada,860,28.252299605781864,2014-03-28,2016-08-04,FDA -> HealthCanada
nextstellis,HealthCanada,FDA,41,1.3469119579500657,2021-03-05,2021-04-15,HealthCanada -> FDA
nexviazyme,FDA,HealthCanada,98,3.219448094612352,2021-08-06,2021-11-12,FDA -> HealthCanada
ngenla,HealthCanada,FDA,609,20.006570302233904,2021-10-26,2023-06-27,HealthCanada -> FDA
ninlaro,FDA,HealthCanada,258,8.47568988173456,2015-11-20,2016-08-04,FDA -> HealthCanada
nivestym,FDA,HealthCanada,636,20.893561103810775,2018-07-20,2020-04-16,FDA -> HealthCanada
noritate,HealthCanada,FDA,635,20.86070959264126,1995-12-31,1997-09-26,HealthCanada -> FDA
norvir,FDA,HealthCanada,5323,174.86859395532193,1996-03-01,2010-09-27,FDA -> HealthCanada
nplate,FDA,HealthCanada,181,5.946123521681997,2008-08-22,2009-02-19,FDA -> HealthCanada
nubeqa,FDA,HealthCanada,205,6.734559789750328,2019-07-30,2020-02-20,FDA -> HealthCanada
nucala,FDA,HealthCanada,1434,47.109067017082786,2015-11-04,2019-10-08,FDA -> HealthCanada
nurtec odt,FDA,HealthCanada,1373,45.105124835742444,2020-02-27,2023-12-01,FDA -> HealthCanada
nuvaring,FDA,HealthCanada,951,31.24178712220762,2001-10-03,2004-05-11,FDA -> HealthCanada
nypozi,HealthCanada,FDA,994,32.65440210249671,2021-10-08,2024-06-28,HealthCanada -> FDA
nyvepria,FDA,HealthCanada,140,4.599211563731932,2020-06-10,2020-10-28,FDA -> HealthCanada
ocaliva,FDA,HealthCanada,362,11.892247043363994,2016-05-27,2017-05-24,FDA -> HealthCanada
ocrevus,FDA,HealthCanada,139,4.566360052562418,2017-03-28,2017-08-14,FDA -> HealthCanada
odefsey,FDA,HealthCanada,346,11.366622864651774,2016-03-01,2017-02-10,FDA -> HealthCanada
odomzo,FDA,HealthCanada,1785,58.63994743758212,2015-07-24,2020-06-12,FDA -> HealthCanada
ofev,FDA,HealthCanada,253,8.31143232588699,2014-10-15,2015-06-25,FDA -> HealthCanada
ogivri,FDA,HealthCanada,518,17.017082785808146,2017-12-01,2019-05-03,FDA -> HealthCanada
ojjaara,FDA,HealthCanada,420,13.797634691195794,2023-09-15,2024-11-08,FDA -> HealthCanada
olanzapine,FDA,HealthCanada,1218,40.01314060446781,2006-09-29,2010-01-29,FDA -> HealthCanada
olumiant,FDA,HealthCanada,78,2.562417871222076,2018-05-31,2018-08-17,FDA -> HealthCanada
omeprazole,FDA,HealthCanada,2653,87.1550591327201,2002-11-01,2010-02-05,FDA -> HealthCanada
omlyclo,HealthCanada,FDA,91,2.9894875164257555,2024-12-06,2025-03-07,HealthCanada -> FDA
omnaris,FDA,HealthCanada,416,13.66622864651774,2006-10-20,2007-12-10,FDA -> HealthCanada
omniscan,HealthCanada,FDA,3816,125.36136662286465,1997-03-25,2007-09-05,HealthCanada -> FDA
omnitrope,FDA,HealthCanada,1056,34.69119579500657,2006-05-30,2009-04-20,FDA -> HealthCanada
omvoh,HealthCanada,FDA,98,3.219448094612352,2023-07-20,2023-10-26,HealthCanada -> FDA
ondansetron,FDA,HealthCanada,910,29.894875164257556,2006-12-26,2009-06-23,FDA -> HealthCanada
onglyza,FDA,HealthCanada,45,1.4783180026281209,2009-07-31,2009-09-14,FDA -> HealthCanada
onivyde,FDA,HealthCanada,657,21.583442838370566,2015-10-22,2017-08-09,FDA -> HealthCanada
onpattro,FDA,HealthCanada,301,9.888304862023652,2018-08-10,2019-06-07,FDA -> HealthCanada
ontruzant,FDA,HealthCanada,1106,36.333771353482256,2019-01-18,2022-01-28,FDA -> HealthCanada
onureg,FDA,HealthCanada,126,4.139290407358739,2020-09-01,2021-01-05,FDA -> HealthCanada
opdivo,FDA,HealthCanada,277,9.099868593955321,2014-12-22,2015-09-25,FDA -> HealthCanada
opdualag,FDA,HealthCanada,544,17.871222076215506,2022-03-18,2023-09-13,FDA -> HealthCanada
opsumit,FDA,HealthCanada,19,0.6241787122207622,2013-10-18,2013-11-06,FDA -> HealthCanada
opsynvi,HealthCanada,FDA,890,29.23784494086728,2021-10-14,2024-03-22,HealthCanada -> FDA
opzelura,FDA,HealthCanada,1116,36.662286465177395,2021-09-21,2024-10-11,FDA -> HealthCanada
oraqix,FDA,HealthCanada,1960,64.38896189224704,2003-12-19,2009-05-01,FDA -> HealthCanada
oraverse,FDA,HealthCanada,2119,69.61235216819973,2008-05-09,2014-02-26,FDA -> HealthCanada
orencia,FDA,HealthCanada,188,6.176084099868594,2005-12-23,2006-06-29,FDA -> HealthCanada
orfadin,FDA,HealthCanada,5443,178.8107752956636,2002-01-18,2016-12-13,FDA -> HealthCanada
orgaran,HealthCanada,FDA,359,11.793692509855452,1995-12-31,1996-12-24,HealthCanada -> FDA
orgovyx,FDA,HealthCanada,1026,33.70565045992115,2020-12-18,2023-10-10,FDA -> HealthCanada
orilissa,FDA,HealthCanada,74,2.431011826544021,2018-07-23,2018-10-05,FDA -> HealthCanada
orkambi,FDA,HealthCanada,208,6.83311432325887,2015-07-02,2016-01-26,FDA -> HealthCanada
orladeyo,FDA,HealthCanada,546,17.936925098554532,2020-12-03,2022-06-02,FDA -> HealthCanada
osphena,FDA,HealthCanada,3062,100.59132720105124,2013-02-26,2021-07-16,FDA -> HealthCanada
otezla,FDA,HealthCanada,236,7.752956636005256,2014-03-21,2014-11-12,FDA -> HealthCanada
otulfi,HealthCanada,FDA,121,3.9750328515111693,2024-12-30,2025-04-30,HealthCanada -> FDA
ovidrel,FDA,HealthCanada,1548,50.85413929040735,2000-09-20,2004-12-16,FDA -> HealthCanada
oxaliplatin,FDA,HealthCanada,2322,76.28120893561103,2009-08-07,2015-12-16,FDA -> HealthCanada
oxlumo,FDA,HealthCanada,469,15.407358738501971,2020-11-23,2022-03-07,FDA -> HealthCanada
oxybutynin,HealthCanada,FDA,1405,46.156373193166885,2010-04-29,2014-03-04,HealthCanada -> FDA
ozempic,FDA,HealthCanada,30,0.9855453350854139,2017-12-05,2018-01-04,FDA -> HealthCanada
ozurdex,FDA,HealthCanada,603,19.80946123521682,2009-06-17,2011-02-10,FDA -> HealthCanada
padcev,FDA,HealthCanada,681,22.371879106438897,2019-12-18,2021-10-29,FDA -> HealthCanada
palynziq,FDA,HealthCanada,1406,46.1892247043364,2018-05-24,2022-03-30,FDA -> HealthCanada
paroxetine,HealthCanada,FDA,3045,100.03285151116951,2006-06-30,2014-10-31,HealthCanada -> FDA
paxil cr,FDA,HealthCanada,1745,57.32588699080157,1999-02-16,2003-11-27,FDA -> HealthCanada
pegasys,FDA,HealthCanada,301,9.888304862023652,2002-10-16,2003-08-13,FDA -> HealthCanada
pemazyre,FDA,HealthCanada,518,17.017082785808146,2020-04-17,2021-09-17,FDA -> HealthCanada
pemetrexed for injection,FDA,HealthCanada,350,11.498028909329829,2020-05-14,2021-04-29,FDA -> HealthCanada
pennsaid,HealthCanada,FDA,2413,79.27069645203679,2003-03-28,2009-11-04,HealthCanada -> FDA
pepcid ac,FDA,HealthCanada,452,14.848883048620236,1995-04-28,1996-07-23,FDA -> HealthCanada
pepcid complete,FDA,HealthCanada,64,2.102496714848883,2000-10-16,2000-12-19,FDA -> HealthCanada
perindopril erbumine,FDA,HealthCanada,3188,104.73061760840999,2009-11-10,2018-08-03,FDA -> HealthCanada
perjeta,FDA,HealthCanada,308,10.11826544021025,2012-06-08,2013-04-12,FDA -> HealthCanada
pheburane,HealthCanada,FDA,2699,88.66622864651774,2015-01-26,2022-06-17,HealthCanada -> FDA
phenytoin sodium,FDA,HealthCanada,3788,124.44152431011825,2006-09-13,2017-01-26,FDA -> HealthCanada
phesgo,FDA,HealthCanada,245,8.04862023653088,2020-06-29,2021-03-01,FDA -> HealthCanada
pifeltro,FDA,HealthCanada,43,1.4126149802890933,2018-08-30,2018-10-12,FDA -> HealthCanada
pimozide,HealthCanada,FDA,4969,163.23915900131405,2002-02-19,2015-09-28,HealthCanada -> FDA
piqray,FDA,HealthCanada,292,9.592641261498029,2019-05-24,2020-03-11,FDA -> HealthCanada
plan b,FDA,HealthCanada,2815,92.47700394218134,1999-07-28,2007-04-12,FDA -> HealthCanada
plavix,FDA,HealthCanada,324,10.64388961892247,1997-11-17,1998-10-07,FDA -> HealthCanada
plegridy,FDA,HealthCanada,360,11.826544021024967,2014-08-15,2015-08-10,FDA -> HealthCanada
pliaglis,FDA,HealthCanada,2350,77.20105124835742,2006-06-29,2012-12-04,FDA -> HealthCanada
pluvicto,FDA,HealthCanada,155,5.091984231274639,2022-03-23,2022-08-25,FDA -> HealthCanada
polivy,FDA,HealthCanada,395,12.976346911957949,2019-06-10,2020-07-09,FDA -> HealthCanada
pomalyst,FDA,HealthCanada,346,11.366622864651774,2013-02-08,2014-01-20,FDA -> HealthCanada
ponvory,FDA,HealthCanada,41,1.3469119579500657,2021-03-18,2021-04-28,FDA -> HealthCanada
poteligeo,FDA,HealthCanada,1394,45.795006570302235,2018-08-08,2022-06-02,FDA -> HealthCanada
pradaxa,HealthCanada,FDA,861,28.28515111695138,2008-06-10,2010-10-19,HealthCanada -> FDA
praluent,FDA,HealthCanada,262,8.607095926412615,2015-07-24,2016-04-11,FDA -> HealthCanada
praxbind,FDA,HealthCanada,196,6.438896189224704,2015-10-16,2016-04-29,FDA -> HealthCanada
precedex,FDA,HealthCanada,3645,119.7437582128778,1999-12-17,2009-12-09,FDA -> HealthCanada
pregabalin,FDA,HealthCanada,45,1.4783180026281209,2012-12-31,2013-02-14,FDA -> HealthCanada
premarin,FDA,HealthCanada,3747,123.0946123521682,2003-07-16,2013-10-18,FDA -> HealthCanada
prevacid,FDA,HealthCanada,2,0.0657030223390276,1995-05-10,1995-05-12,FDA -> HealthCanada
prevymis,HealthCanada,FDA,7,0.22996057818659657,2017-11-01,2017-11-08,HealthCanada -> FDA
prezcobix,HealthCanada,FDA,224,7.35873850197109,2014-06-19,2015-01-29,HealthCanada -> FDA
pristiq,FDA,HealthCanada,341,11.202365308804204,2008-02-29,2009-02-04,FDA -> HealthCanada
procysbi,FDA,HealthCanada,1505,49.44152431011826,2013-04-30,2017-06-13,FDA -> HealthCanada
progesterone,FDA,HealthCanada,7337,241.0315374507227,2001-04-25,2021-05-27,FDA -> HealthCanada
prograf,HealthCanada,FDA,7953,261.26806833114324,1996-08-14,2018-05-24,HealthCanada -> FDA
prolensa,FDA,HealthCanada,719,23.62023653088042,2013-04-05,2015-03-25,FDA -> HealthCanada
prometrium,HealthCanada,FDA,865,28.416557161629434,1995-12-31,1998-05-14,HealthCanada -> FDA
propecia,FDA,HealthCanada,189,6.2089356110381075,1997-12-19,1998-06-26,FDA -> HealthCanada
protopic,FDA,HealthCanada,199,6.5374507227332455,2000-12-08,2001-06-25,FDA -> HealthCanada
qalsody,FDA,HealthCanada,675,22.174770039421812,2023-04-25,2025-02-28,FDA -> HealthCanada
qinlock,FDA,HealthCanada,35,1.149802890932983,2020-05-15,2020-06-19,FDA -> HealthCanada
qulipta,FDA,HealthCanada,450,14.783180026281208,2021-09-28,2022-12-22,FDA -> HealthCanada
quviviq,FDA,HealthCanada,476,15.637319316688567,2022-01-07,2023-04-28,FDA -> HealthCanada
radicava,FDA,HealthCanada,2013,66.13009198423127,2017-05-05,2022-11-08,FDA -> HealthCanada
ramipril,FDA,HealthCanada,872,28.64651773981603,2005-10-24,2008-03-14,FDA -> HealthCanada
rapamune,FDA,HealthCanada,478,15.703022339027594,1999-09-15,2001-01-05,FDA -> HealthCanada
ravicti,FDA,HealthCanada,1141,37.483574244415244,2013-02-01,2016-03-18,FDA -> HealthCanada
rebif,HealthCanada,FDA,1491,48.98160315374507,1998-02-05,2002-03-07,HealthCanada -> FDA
reblozyl,FDA,HealthCanada,322,10.578186596583443,2019-11-08,2020-09-25,FDA -> HealthCanada
relenza,FDA,HealthCanada,99,3.252299605781866,1999-07-26,1999-11-02,FDA -> HealthCanada
relistor,HealthCanada,FDA,27,0.8869908015768725,2008-03-28,2008-04-24,HealthCanada -> FDA
relpax,FDA,HealthCanada,588,19.316688567674113,2002-12-26,2004-08-05,FDA -> HealthCanada
remeron,FDA,HealthCanada,1799,59.09986859395532,1996-06-14,2001-05-18,FDA -> HealthCanada
remicade,FDA,HealthCanada,1017,33.40998685939553,1998-08-24,2001-06-06,FDA -> HealthCanada
remodulin,FDA,HealthCanada,136,4.467805519053877,2002-05-21,2002-10-04,FDA -> HealthCanada
renagel,FDA,HealthCanada,1036,34.03416557161629,1998-10-30,2001-08-31,FDA -> HealthCanada
renflexis,FDA,HealthCanada,224,7.35873850197109,2017-04-21,2017-12-01,FDA -> HealthCanada
renvela,FDA,HealthCanada,992,32.58869908015769,2007-10-19,2010-07-07,FDA -> HealthCanada
repaglinide,FDA,HealthCanada,138,4.533508541392904,2013-07-11,2013-11-26,FDA -> HealthCanada
repatha,HealthCanada,FDA,1996,65.57161629434954,2015-09-10,2021-02-26,HealthCanada -> FDA
restasis,FDA,HealthCanada,2505,82.29303547963205,2003-10-10,2010-08-19,FDA -> HealthCanada
retevmo,FDA,HealthCanada,403,13.23915900131406,2020-05-08,2021-06-15,FDA -> HealthCanada
revatio,FDA,HealthCanada,357,11.727989487516425,2005-06-03,2006-05-26,FDA -> HealthCanada
revlimid,FDA,HealthCanada,751,24.67148488830486,2005-12-27,2008-01-17,FDA -> HealthCanada
rexulti,FDA,HealthCanada,587,19.2838370565046,2015-07-10,2017-02-16,FDA -> HealthCanada
reyataz,FDA,HealthCanada,168,5.519053876478318,2003-06-20,2003-12-05,FDA -> HealthCanada
rezurock,FDA,HealthCanada,250,8.21287779237845,2021-07-16,2022-03-23,FDA -> HealthCanada
rilutek,FDA,HealthCanada,1723,56.60315374507227,1995-12-12,2000-08-30,FDA -> HealthCanada
rinvoq,FDA,HealthCanada,129,4.23784494086728,2019-08-16,2019-12-23,FDA -> HealthCanada
risperdal consta,FDA,HealthCanada,261,8.5742444152431,2003-10-29,2004-07-16,FDA -> HealthCanada
risperidone,FDA,HealthCanada,1510,49.60578186596583,2006-08-03,2010-09-21,FDA -> HealthCanada
rituxan,FDA,HealthCanada,842,27.660972404730618,1997-11-26,2000-03-17,FDA -> HealthCanada
rivaroxaban,FDA,HealthCanada,492,16.16294349540079,2022-06-27,2023-11-01,FDA -> HealthCanada
rivastigmine,FDA,HealthCanada,2905,95.43363994743758,2005-12-21,2013-12-04,FDA -> HealthCanada
rosiglitazone,FDA,HealthCanada,2227,73.16031537450722,2007-01-31,2013-03-07,FDA -> HealthCanada
rozlytrek,FDA,HealthCanada,179,5.88042049934297,2019-08-15,2020-02-10,FDA -> HealthCanada
ruby-fill,HealthCanada,FDA,1837,60.34822601839684,2011-09-20,2016-09-30,HealthCanada -> FDA
rukobia,FDA,HealthCanada,456,14.98028909329829,2020-07-02,2021-10-01,FDA -> HealthCanada
ruxience,FDA,HealthCanada,286,9.395532194480946,2019-07-23,2020-05-04,FDA -> HealthCanada
ruzurgi,HealthCanada,FDA,540,17.73981603153745,2020-08-10,2022-02-01,HealthCanada -> FDA
ryaltris,FDA,HealthCanada,251,8.245729303547963,2022-01-13,2022-09-21,FDA -> HealthCanada
rybelsus,FDA,HealthCanada,192,6.307490144546649,2019-09-20,2020-03-30,FDA -> HealthCanada
rybrevant,FDA,HealthCanada,313,10.282522996057818,2021-05-21,2022-03-30,FDA -> HealthCanada
rydapt,FDA,HealthCanada,84,2.759526938239159,2017-04-28,2017-07-21,FDA -> HealthCanada
rylaze,FDA,HealthCanada,429,14.09329829172142,2021-06-30,2022-09-02,FDA -> HealthCanada
sabril,HealthCanada,FDA,4384,144.0210249671485,1997-08-20,2009-08-21,HealthCanada -> FDA
saizen,FDA,HealthCanada,582,19.11957950065703,1996-10-08,1998-05-13,FDA -> HealthCanada
samsca,FDA,HealthCanada,797,26.182654402102497,2009-05-19,2011-07-25,FDA -> HealthCanada
sandostatin lar,FDA,HealthCanada,28,0.9198423127463863,1998-11-25,1998-12-23,FDA -> HealthCanada
saphnelo,FDA,HealthCanada,123,4.040735873850197,2021-07-30,2021-11-30,FDA -> HealthCanada
saphris,FDA,HealthCanada,785,25.78843626806833,2009-08-13,2011-10-07,FDA -> HealthCanada
sarclisa,FDA,HealthCanada,58,1.9053876478318001,2020-03-02,2020-04-29,FDA -> HealthCanada
saxenda,FDA,HealthCanada,63,2.0696452036793693,2014-12-23,2015-02-24,FDA -> HealthCanada
scemblix,FDA,HealthCanada,236,7.752956636005256,2021-10-29,2022-06-22,FDA -> HealthCanada
seasonale,FDA,HealthCanada,1398,45.926412614980286,2003-09-05,2007-07-04,FDA -> HealthCanada
seasonique,FDA,HealthCanada,1405,46.156373193166885,2006-05-25,2010-03-30,FDA -> HealthCanada
semglee,FDA,HealthCanada,666,21.879106438896187,2020-06-11,2022-04-08,FDA -> HealthCanada
seroquel,FDA,HealthCanada,67,2.2010512483574245,1997-09-26,1997-12-02,FDA -> HealthCanada
seroquel xr,FDA,HealthCanada,133,4.369250985545335,2007-05-17,2007-09-27,FDA -> HealthCanada
sevoflurane,FDA,HealthCanada,987,32.42444152431012,2002-07-02,2005-03-15,FDA -> HealthCanada
signifor,FDA,HealthCanada,283,9.296977660972404,2012-12-14,2013-09-23,FDA -> HealthCanada
silenor,FDA,HealthCanada,1002,32.91721419185282,2010-03-17,2012-12-13,FDA -> HealthCanada
siliq,FDA,HealthCanada,384,12.614980289093298,2017-02-15,2018-03-06,FDA -> HealthCanada
simbrinza,FDA,HealthCanada,601,19.743758212877793,2013-04-19,2014-12-11,FDA -> HealthCanada
simlandi,HealthCanada,FDA,779,25.591327201051246,2022-01-05,2024-02-23,HealthCanada -> FDA
simponi,HealthCanada,FDA,17,0.5584756898817346,2009-04-07,2009-04-24,HealthCanada -> FDA
simulect,FDA,HealthCanada,843,27.69382391590013,1998-05-12,2000-09-01,FDA -> HealthCanada
simvastatin,FDA,HealthCanada,230,7.555847568988173,2005-12-30,2006-08-17,FDA -> HealthCanada
singulair,FDA,HealthCanada,117,3.843626806833114,1998-02-20,1998-06-17,FDA -> HealthCanada
sitagliptin,HealthCanada,FDA,362,11.892247043363994,2023-01-05,2024-01-02,HealthCanada -> FDA
skyrizi,FDA,HealthCanada,849,27.890932982917214,2019-04-23,2021-08-19,FDA -> HealthCanada
slynd,FDA,HealthCanada,922,30.28909329829172,2019-05-23,2021-11-30,FDA -> HealthCanada
smoflipid 20%,HealthCanada,FDA,1331,43.72536136662286,2012-11-20,2016-07-13,HealthCanada -> FDA
sogroya,FDA,HealthCanada,1062,34.88830486202365,2020-08-28,2023-07-26,FDA -> HealthCanada
sohonos,HealthCanada,FDA,572,18.791064388961892,2022-01-21,2023-08-16,HealthCanada -> FDA
soliris,FDA,HealthCanada,684,22.470433639947437,2007-03-16,2009-01-28,FDA -> HealthCanada
somavert,FDA,HealthCanada,937,30.781865965834427,2003-03-25,2005-10-17,FDA -> HealthCanada
sotyktu,FDA,HealthCanada,76,2.4967148488830486,2022-09-09,2022-11-24,FDA -> HealthCanada
sovaldi,FDA,HealthCanada,7,0.22996057818659657,2013-12-06,2013-12-13,FDA -> HealthCanada
