drug,from_agency,to_agency,lag_days,lag_months,from_date,to_date,agency_pair
abraxane,EMA,TGA,2034,66.81997371879106,2008-01-11,2013-08-06,EMA -> TGA
abraxane,TGA,PMDA,2192,72.01051248357425,2013-08-06,2019-08-07,TGA -> PMDA
abrysvo,EMA,TGA,244,8.015768725361367,2023-07-20,2024-03-20,EMA -> TGA
abrysvo,TGA,Swissmedic,156,5.124835742444152,2024-03-20,2024-08-23,TGA -> Swissmedic
adcetris,EMA,PMDA,487,15.99868593955322,2012-07-19,2013-11-18,EMA -> PMDA
adcetris,PMDA,TGA,31,1.0183968462549278,2013-11-18,2013-12-19,PMDA -> TGA
adempas,PMDA,EMA,55,1.8068331143232588,2013-11-29,2014-01-23,PMDA -> EMA
adempas,EMA,TGA,74,2.431011826544021,2014-01-23,2014-04-07,EMA -> TGA
afstyla,EMA,TGA,139,4.566360052562418,2016-11-10,2017-03-29,EMA -> TGA
afstyla,TGA,PMDA,163,5.354796320630749,2017-03-29,2017-09-08,TGA -> PMDA
alecensa,PMDA,EMA,934,30.683311432325887,2014-05-26,2016-12-15,PMDA -> EMA
alecensa,EMA,TGA,85,2.7923784494086727,2016-12-15,2017-03-10,EMA -> TGA
alhemo,TGA,PMDA,28,0.9198423127463863,2023-07-03,2023-07-31,TGA -> PMDA
alhemo,PMDA,Swissmedic,8,0.2628120893561104,2023-07-31,2023-08-08,PMDA -> Swissmedic
alhemo,Swissmedic,EMA,436,14.323258869908015,2023-08-08,2024-10-17,Swissmedic -> EMA
alunbrig,EMA,TGA,165,5.4204993429697765,2018-09-20,2019-03-04,EMA -> TGA
alunbrig,TGA,Swissmedic,792,26.018396846254927,2019-03-04,2021-05-04,TGA -> Swissmedic
amvuttra,EMA,Swissmedic,337,11.070959264126149,2022-07-21,2023-06-23,EMA -> Swissmedic
amvuttra,Swissmedic,TGA,361,11.85939553219448,2023-06-23,2024-06-18,Swissmedic -> TGA
aquipta,EMA,TGA,145,4.763469119579501,2023-06-22,2023-11-14,EMA -> TGA
aquipta,TGA,Swissmedic,113,3.712220762155059,2023-11-14,2024-03-06,TGA -> Swissmedic
arexvy,EMA,TGA,257,8.442838370565045,2023-04-26,2024-01-08,EMA -> TGA
arexvy,TGA,Swissmedic,115,3.7779237844940865,2024-01-08,2024-05-02,TGA -> Swissmedic
avastin,EMA,PMDA,771,25.328515111695136,2005-01-12,2007-02-22,EMA -> PMDA
avastin,PMDA,TGA,1084,35.611038107752954,2007-02-22,2010-02-10,PMDA -> TGA
bavencio,EMA,PMDA,50,1.6425755584756898,2017-07-20,2017-09-08,EMA -> PMDA
bavencio,PMDA,TGA,116,3.8107752956636003,2017-09-08,2018-01-02,PMDA -> TGA
benlysta,EMA,TGA,414,13.600525624178712,2011-05-19,2012-07-06,EMA -> TGA
benlysta,TGA,PMDA,1890,62.089356110381075,2012-07-06,2017-09-08,TGA -> PMDA
beovu,EMA,TGA,34,1.1169513797634691,2019-12-12,2020-01-15,EMA -> TGA
beovu,TGA,Swissmedic,1,0.0328515111695138,2020-01-15,2020-01-16,TGA -> Swissmedic
besponsa,EMA,TGA,385,12.64783180026281,2017-04-21,2018-05-11,EMA -> TGA
besponsa,TGA,PMDA,2113,69.41524310118265,2018-05-11,2024-02-22,TGA -> PMDA
beyfortus,EMA,TGA,433,14.224704336399475,2022-09-15,2023-11-22,EMA -> TGA
beyfortus,TGA,Swissmedic,30,0.9855453350854139,2023-11-22,2023-12-22,TGA -> Swissmedic
biktarvy,EMA,TGA,75,2.463863337713535,2018-04-26,2018-07-10,EMA -> TGA
biktarvy,TGA,PMDA,227,7.457293035479632,2018-07-10,2019-02-22,TGA -> PMDA
bimzelx,EMA,TGA,266,8.73850197109067,2021-06-24,2022-03-17,EMA -> TGA
bimzelx,TGA,Swissmedic,224,7.35873850197109,2022-03-17,2022-10-27,TGA -> Swissmedic
brukinsa,EMA,TGA,21,0.6898817345597897,2021-09-16,2021-10-07,EMA -> TGA
brukinsa,TGA,Swissmedic,124,4.073587385019711,2021-10-07,2022-02-08,TGA -> Swissmedic
cablivi,EMA,Swissmedic,460,15.111695137976346,2018-06-28,2019-10-01,EMA -> Swissmedic
cablivi,Swissmedic,TGA,121,3.9750328515111693,2019-10-01,2020-01-30,Swissmedic -> TGA
cablivi,TGA,PMDA,938,30.814717477003942,2020-01-30,2022-08-25,TGA -> PMDA
calquence,TGA,EMA,245,8.04862023653088,2019-11-21,2020-07-23,TGA -> EMA
calquence,EMA,Swissmedic,224,7.35873850197109,2020-07-23,2021-03-04,EMA -> Swissmedic
camzyos,TGA,Swissmedic,222,7.293035479632063,2022-09-15,2023-04-25,TGA -> Swissmedic
camzyos,Swissmedic,EMA,1,0.0328515111695138,2023-04-25,2023-04-26,Swissmedic -> EMA
cibinqo,PMDA,EMA,38,1.2483574244415243,2021-09-06,2021-10-14,PMDA -> EMA
