drug,from_agency,to_agency,lag_days,lag_months,from_date,to_date,agency_pair
exemestane,FDA,HealthCanada,301,9.888304862023652,1999-10-21,2000-08-17,FDA -> HealthCanada
ezetimibe,FDA,HealthCanada,199,6.5374507227332455,2002-10-25,2003-05-12,FDA -> HealthCanada
famciclovir,HealthCanada,FDA,4254,139.75032851511168,1995-12-31,2007-08-24,HealthCanada -> FDA
famotidine,FDA,HealthCanada,452,14.848883048620236,1995-04-28,1996-07-23,FDA -> HealthCanada
febuxostat,FDA,HealthCanada,3814,125.29566360052561,2009-02-13,2019-07-25,FDA -> HealthCanada
felodipine,FDA,HealthCanada,640,21.02496714848883,2004-11-02,2006-08-04,FDA -> HealthCanada
fenofibrate,HealthCanada,FDA,893,29.33639947437582,1999-03-26,2001-09-04,HealthCanada -> FDA
fentanyl,FDA,HealthCanada,522,17.1484888304862,2005-01-28,2006-07-04,FDA -> HealthCanada
fesoterodine fumarate,FDA,HealthCanada,1196,39.2904073587385,2008-10-31,2012-02-09,FDA -> HealthCanada
fexofenadine hydrochloride,FDA,HealthCanada,321,10.545335085413928,1996-07-25,1997-06-11,FDA -> HealthCanada
fezolinetant,FDA,HealthCanada,571,18.758212877792378,2023-05-12,2024-12-03,FDA -> HealthCanada
fidaxomicin,FDA,HealthCanada,377,12.3850197109067,2011-05-27,2012-06-07,FDA -> HealthCanada
finasteride,FDA,HealthCanada,189,6.2089356110381075,1997-12-19,1998-06-26,FDA -> HealthCanada
finerenone,FDA,HealthCanada,462,15.177398160315374,2021-07-09,2022-10-14,FDA -> HealthCanada
flecainide acetate,FDA,HealthCanada,1641,53.90932982917214,2001-07-31,2006-01-27,FDA -> HealthCanada
flibanserin,FDA,HealthCanada,924,30.354796320630747,2015-08-18,2018-02-27,FDA -> HealthCanada
fluconazole,HealthCanada,FDA,2657,87.28646517739816,1995-12-31,2003-04-10,HealthCanada -> FDA
fludarabine phosphate,HealthCanada,FDA,373,12.253613666228645,2002-08-20,2003-08-28,HealthCanada -> FDA
flumazenil,HealthCanada,FDA,204,6.701708278580814,2004-03-22,2004-10-12,HealthCanada -> FDA
fluocinolone acetonide,FDA,HealthCanada,2084,68.46254927726675,2002-01-18,2007-10-03,FDA -> HealthCanada
fluocinonide,FDA,HealthCanada,1015,33.3442838370565,1995-02-27,1997-12-08,FDA -> HealthCanada
fluorescein sodium,HealthCanada,FDA,3740,122.86465177398159,1995-12-31,2006-03-28,HealthCanada -> FDA
fluorometholone,HealthCanada,FDA,4243,139.38896189224704,2012-05-28,2024-01-09,HealthCanada -> FDA
fluorouracil,FDA,HealthCanada,5483,180.12483574244413,1998-09-30,2013-10-04,FDA -> HealthCanada
flutamide,HealthCanada,FDA,1077,35.38107752956636,1998-10-07,2001-09-18,HealthCanada -> FDA
fluticasone furoate,FDA,HealthCanada,109,3.5808147174770038,2007-04-27,2007-08-14,FDA -> HealthCanada
fluticasone propionate,FDA,HealthCanada,686,22.536136662286463,1996-03-27,1998-02-11,FDA -> HealthCanada
fluvoxamine maleate,HealthCanada,FDA,1297,42.60840998685939,1997-05-12,2000-11-29,HealthCanada -> FDA
folic acid,FDA,HealthCanada,2136,70.17082785808147,2005-06-14,2011-04-20,FDA -> HealthCanada
fomepizole,FDA,HealthCanada,1092,35.873850197109064,1997-12-04,2000-11-30,FDA -> HealthCanada
fondaparinux sodium,FDA,HealthCanada,188,6.176084099868594,2001-12-07,2002-06-13,FDA -> HealthCanada
foscarnet sodium,FDA,HealthCanada,5606,184.16557161629433,2005-05-31,2020-10-05,FDA -> HealthCanada
fosinopril sodium,HealthCanada,FDA,19,0.6241787122207622,2003-11-06,2003-11-25,HealthCanada -> FDA
fosphenytoin sodium,FDA,HealthCanada,227,7.457293035479632,1996-08-05,1997-03-20,FDA -> HealthCanada
fruquintinib,FDA,HealthCanada,307,10.085413929040735,2023-11-08,2024-09-10,FDA -> HealthCanada
fulvestrant,FDA,HealthCanada,663,21.780551905387647,2002-04-25,2004-02-17,FDA -> HealthCanada
furosemide,HealthCanada,FDA,1244,40.86727989487516,1995-12-31,1999-05-28,HealthCanada -> FDA
gabapentin,FDA,HealthCanada,139,4.566360052562418,1998-10-09,1999-02-25,FDA -> HealthCanada
gadobenate dimeglumine,HealthCanada,FDA,237,7.7858081471747695,2004-03-31,2004-11-23,HealthCanada -> FDA
gadobutrol,HealthCanada,FDA,4144,136.13666228646517,1999-11-08,2011-03-14,HealthCanada -> FDA
gadodiamide,HealthCanada,FDA,3816,125.36136662286465,1997-03-25,2007-09-05,HealthCanada -> FDA
gadoterate meglumine,FDA,HealthCanada,1346,44.21813403416557,2013-03-20,2016-11-25,FDA -> HealthCanada
gadoteridol,HealthCanada,FDA,1857,61.00525624178712,1998-09-08,2003-10-09,HealthCanada -> FDA
gadoxetate disodium,FDA,HealthCanada,560,18.396846254927727,2008-07-03,2010-01-14,FDA -> HealthCanada
galsulfase,FDA,HealthCanada,3030,99.5400788436268,2005-05-31,2013-09-16,FDA -> HealthCanada
ganciclovir,FDA,HealthCanada,9684,318.1340341655716,1996-03-04,2022-09-08,FDA -> HealthCanada
gatifloxacin,FDA,HealthCanada,521,17.115637319316686,2003-03-28,2004-08-30,FDA -> HealthCanada
gefitinib,FDA,HealthCanada,226,7.424441524310118,2003-05-05,2003-12-17,FDA -> HealthCanada
gemfibrozil,FDA,HealthCanada,318,10.446780551905388,1995-02-16,1995-12-31,FDA -> HealthCanada
gemtuzumab ozogamicin,FDA,HealthCanada,818,26.872536136662287,2017-09-01,2019-11-28,FDA -> HealthCanada
glatiramer acetate,FDA,HealthCanada,1916,62.943495400788436,1996-12-20,2002-03-20,FDA -> HealthCanada
glimepiride,FDA,HealthCanada,3527,115.86727989487515,1995-11-30,2005-07-27,FDA -> HealthCanada
glucagon,FDA,HealthCanada,7684,252.43101182654402,1998-09-11,2019-09-25,FDA -> HealthCanada
glyburide,FDA,HealthCanada,5357,175.98554533508542,1995-08-29,2010-04-29,FDA -> HealthCanada
glycerol phenylbutyrate,FDA,HealthCanada,1141,37.483574244415244,2013-02-01,2016-03-18,FDA -> HealthCanada
glycopyrrolate,FDA,HealthCanada,2659,87.35216819973718,2004-12-22,2012-04-03,FDA -> HealthCanada
golimumab,HealthCanada,FDA,17,0.5584756898817346,2009-04-07,2009-04-24,HealthCanada -> FDA
guaifenesin,HealthCanada,FDA,2385,78.3508541392904,1995-12-31,2002-07-12,HealthCanada -> FDA
guselkumab,FDA,HealthCanada,120,3.9421813403416555,2017-07-13,2017-11-10,FDA -> HealthCanada
halobetasol propionate,FDA,HealthCanada,5775,189.71747700394218,2004-12-16,2020-10-08,FDA -> HealthCanada
haloperidol,FDA,HealthCanada,1211,39.78318002628121,2007-11-29,2011-03-24,FDA -> HealthCanada
heparin sodium,FDA,HealthCanada,3516,115.5059132720105,1995-10-10,2005-05-26,FDA -> HealthCanada
hexaminolevulinate hydrochloride,FDA,HealthCanada,1701,55.88042049934297,2010-05-28,2015-01-23,FDA -> HealthCanada
hydralazine hydrochloride,FDA,HealthCanada,7025,230.7818659658344,1997-06-30,2016-09-23,FDA -> HealthCanada
hydrochlorothiazide,FDA,HealthCanada,3177,104.36925098554534,1995-03-30,2003-12-10,FDA -> HealthCanada
hydrochlorothiazide; irbesartan,HealthCanada,FDA,4747,155.94612352168198,2000-02-29,2013-02-27,HealthCanada -> FDA
hydrocodone bitartrate,FDA,HealthCanada,4197,137.8777923784494,1997-09-23,2009-03-21,FDA -> HealthCanada
hydrocortisone,FDA,HealthCanada,7978,262.08935611038106,1995-12-29,2017-11-01,FDA -> HealthCanada
hydrocortisone valerate,FDA,HealthCanada,828,27.201051248357423,1998-08-12,2000-11-17,FDA -> HealthCanada
hydromorphone hydrochloride,HealthCanada,FDA,147,4.829172141918528,1995-03-29,1995-08-23,HealthCanada -> FDA
hydroxocobalamin,FDA,HealthCanada,1789,58.77135348226018,2006-12-15,2011-11-08,FDA -> HealthCanada
hydroxychloroquine sulfate,FDA,HealthCanada,2566,84.2969776609724,1995-11-30,2002-12-09,FDA -> HealthCanada
hydroxyurea,FDA,HealthCanada,1887,61.990801576872535,1995-08-18,2000-10-17,FDA -> HealthCanada
ibrutinib,FDA,HealthCanada,369,12.12220762155059,2013-11-13,2014-11-17,FDA -> HealthCanada
ibuprofen,FDA,HealthCanada,869,28.54796320630749,1995-04-20,1997-09-05,FDA -> HealthCanada
ibutilide fumarate,FDA,HealthCanada,1660,54.533508541392905,1995-12-28,2000-07-14,FDA -> HealthCanada
icosapent ethyl,FDA,HealthCanada,2713,89.12614980289094,2012-07-26,2019-12-30,FDA -> HealthCanada
idarubicin hydrochloride,FDA,HealthCanada,6023,197.8646517739816,1997-02-17,2013-08-15,FDA -> HealthCanada
idarucizumab,FDA,HealthCanada,196,6.438896189224704,2015-10-16,2016-04-29,FDA -> HealthCanada
idelalisib,FDA,HealthCanada,247,8.114323258869907,2014-07-23,2015-03-27,FDA -> HealthCanada
idursulfase,FDA,HealthCanada,324,10.64388961892247,2006-07-24,2007-06-13,FDA -> HealthCanada
ifosfamide,HealthCanada,FDA,810,26.609724047306177,1999-12-09,2002-02-26,HealthCanada -> FDA
imipramine hydrochloride,FDA,HealthCanada,5859,192.47700394218134,2008-02-28,2024-03-14,FDA -> HealthCanada
imiquimod,FDA,HealthCanada,697,22.897503285151117,1997-02-27,1999-01-25,FDA -> HealthCanada
inavolisib,FDA,HealthCanada,127,4.1721419185282524,2024-10-10,2025-02-14,FDA -> HealthCanada
incobotulinumtoxina,HealthCanada,FDA,504,16.557161629434955,2009-03-13,2010-07-30,HealthCanada -> FDA
indapamide,HealthCanada,FDA,162,5.321944809461235,1995-02-15,1995-07-27,HealthCanada -> FDA
indocyanine green,FDA,HealthCanada,4032,132.45729303547964,2007-11-21,2018-12-05,FDA -> HealthCanada
indomethacin,HealthCanada,FDA,302,9.921156373193167,1997-07-30,1998-05-28,HealthCanada -> FDA
infliximab,FDA,HealthCanada,1017,33.40998685939553,1998-08-24,2001-06-06,FDA -> HealthCanada
inotuzumab ozogamicin,FDA,HealthCanada,210,6.898817345597897,2017-08-17,2018-03-15,FDA -> HealthCanada
insulin aspart,HealthCanada,FDA,5182,170.2365308804205,2001-07-18,2015-09-25,HealthCanada -> FDA
insulin degludec,FDA,HealthCanada,700,22.996057818659658,2015-09-25,2017-08-25,FDA -> HealthCanada
insulin detemir,HealthCanada,FDA,20,0.657030223390276,2005-09-29,2005-10-19,HealthCanada -> FDA
insulin glargine,HealthCanada,FDA,5005,164.42181340341656,2002-04-03,2015-12-16,HealthCanada -> FDA
insulin lispro,HealthCanada,FDA,7696,252.82522996057818,1996-11-15,2017-12-11,HealthCanada -> FDA
interferon beta-1a,FDA,HealthCanada,629,20.66360052562418,1996-05-17,1998-02-05,FDA -> HealthCanada
iodixanol,HealthCanada,FDA,82,2.6938239159001314,1995-12-31,1996-03-22,HealthCanada -> FDA
iohexol,FDA,HealthCanada,863,28.350854139290405,1995-10-24,1998-03-05,FDA -> HealthCanada
iopamidol,FDA,HealthCanada,428,14.060446780551905,1996-11-06,1998-01-08,FDA -> HealthCanada
ioversol,HealthCanada,FDA,1209,39.71747700394218,1995-02-05,1998-05-29,HealthCanada -> FDA
ipilimumab,FDA,HealthCanada,313,10.282522996057818,2011-03-25,2012-02-01,FDA -> HealthCanada
ipratropium bromide,FDA,HealthCanada,164,5.387647831800263,1995-10-20,1996-04-01,FDA -> HealthCanada
irbesartan,FDA,HealthCanada,244,8.015768725361367,1997-09-30,1998-06-01,FDA -> HealthCanada
irinotecan hydrochloride,FDA,HealthCanada,3470,113.99474375821288,1996-06-14,2005-12-14,FDA -> HealthCanada
isoflurane,FDA,HealthCanada,599,19.678055190538764,1995-05-12,1996-12-31,FDA -> HealthCanada
isoproterenol hydrochloride,FDA,HealthCanada,1085,35.64388961892247,2017-08-02,2020-07-22,FDA -> HealthCanada
isotretinoin,FDA,HealthCanada,874,28.71222076215506,2002-11-08,2005-03-31,FDA -> HealthCanada
itraconazole,FDA,HealthCanada,7411,243.46254927726673,1996-12-06,2017-03-22,FDA -> HealthCanada
ivacaftor,FDA,HealthCanada,300,9.85545335085414,2012-01-31,2012-11-26,FDA -> HealthCanada
ivermectin,FDA,HealthCanada,6725,220.92641261498028,1996-11-22,2015-04-22,FDA -> HealthCanada
ivosidenib,FDA,HealthCanada,2191,71.97766097240472,2018-07-20,2024-07-19,FDA -> HealthCanada
ixekizumab,FDA,HealthCanada,64,2.102496714848883,2016-03-22,2016-05-25,FDA -> HealthCanada
ketoconazole,FDA,HealthCanada,59,1.938239159001314,1997-10-10,1997-12-08,FDA -> HealthCanada
ketoprofen,FDA,HealthCanada,86,2.8252299605781865,1995-10-06,1995-12-31,FDA -> HealthCanada
ketorolac tromethamine,HealthCanada,FDA,502,16.491458607095925,1995-12-31,1997-05-16,HealthCanada -> FDA
labetalol hydrochloride,HealthCanada,FDA,734,24.113009198423125,1996-07-30,1998-08-03,HealthCanada -> FDA
lacosamide,FDA,HealthCanada,702,23.061760840998684,2008-10-28,2010-09-30,FDA -> HealthCanada
lactulose,FDA,HealthCanada,471,15.473061760840999,1995-07-03,1996-10-16,FDA -> HealthCanada
lamivudine,FDA,HealthCanada,44,1.445466491458607,1995-11-17,1995-12-31,FDA -> HealthCanada
lamotrigine,HealthCanada,FDA,967,31.76741130091984,1995-12-31,1998-08-24,HealthCanada -> FDA
landiolol hydrochloride,HealthCanada,FDA,368,12.089356110381077,2023-11-20,2024-11-22,HealthCanada -> FDA
lansoprazole,FDA,HealthCanada,2,0.0657030223390276,1995-05-10,1995-05-12,FDA -> HealthCanada
laronidase,FDA,HealthCanada,397,13.042049934296976,2003-04-30,2004-05-31,FDA -> HealthCanada
latanoprost,FDA,HealthCanada,376,12.352168199737187,1996-06-05,1997-06-16,FDA -> HealthCanada
latanoprostene bunod,FDA,HealthCanada,420,13.797634691195794,2017-11-02,2018-12-27,FDA -> HealthCanada
leflunomide,FDA,HealthCanada,553,18.166885676741128,1998-09-10,2000-03-16,FDA -> HealthCanada
lemborexant,FDA,HealthCanada,320,10.512483574244415,2019-12-20,2020-11-04,FDA -> HealthCanada
lenalidomide,FDA,HealthCanada,751,24.67148488830486,2005-12-27,2008-01-17,FDA -> HealthCanada
letermovir,HealthCanada,FDA,7,0.22996057818659657,2017-11-01,2017-11-08,HealthCanada -> FDA
letrozole,HealthCanada,FDA,65,2.135348226018397,1997-05-21,1997-07-25,HealthCanada -> FDA
leuprolide acetate,FDA,HealthCanada,624,20.49934296977661,1995-03-30,1996-12-13,FDA -> HealthCanada
levetiracetam,FDA,HealthCanada,1192,39.15900131406045,1999-11-30,2003-03-06,FDA -> HealthCanada
levocarnitine,HealthCanada,FDA,2261,74.2772667542707,1995-01-19,2001-03-29,HealthCanada -> FDA
levofloxacin,FDA,HealthCanada,4688,154.00788436268067,1996-12-20,2009-10-21,FDA -> HealthCanada
levonorgestrel,FDA,HealthCanada,1562,51.31406044678055,1996-08-15,2000-11-24,FDA -> HealthCanada
levothyroxine sodium,HealthCanada,FDA,1329,43.659658344283834,1996-12-31,2000-08-21,HealthCanada -> FDA
lidocaine,FDA,HealthCanada,420,13.797634691195794,1996-05-21,1997-07-15,FDA -> HealthCanada
lidocaine hydrochloride,FDA,HealthCanada,2469,81.11038107752957,1995-06-23,2002-03-27,FDA -> HealthCanada
lifitegrast,FDA,HealthCanada,529,17.378449408672797,2016-07-11,2017-12-22,FDA -> HealthCanada
linaclotide,FDA,HealthCanada,459,15.078843626806833,2012-08-30,2013-12-02,FDA -> HealthCanada
linagliptin,FDA,HealthCanada,87,2.8580814717477003,2011-05-02,2011-07-28,FDA -> HealthCanada
linezolid,FDA,HealthCanada,349,11.465177398160314,2000-04-18,2001-04-02,FDA -> HealthCanada
liraglutide,FDA,HealthCanada,116,3.8107752956636003,2010-01-25,2010-05-21,FDA -> HealthCanada
lisdexamfetamine dimesylate,FDA,HealthCanada,727,23.88304862023653,2007-02-23,2009-02-19,FDA -> HealthCanada
lisinopril,HealthCanada,FDA,2082,68.39684625492772,1996-10-18,2002-07-01,HealthCanada -> FDA
lithium carbonate,HealthCanada,FDA,1731,56.86596583442838,1996-12-31,2001-09-27,HealthCanada -> FDA
loperamide hydrochloride,FDA,HealthCanada,191,6.274638633377135,1995-06-23,1995-12-31,FDA -> HealthCanada
loratadine,FDA,HealthCanada,591,19.415243101182654,1996-08-23,1998-04-06,FDA -> HealthCanada
lorazepam,HealthCanada,FDA,256,8.409986859395532,1995-12-31,1996-09-12,HealthCanada -> FDA
lorlatinib,FDA,HealthCanada,112,3.679369250985545,2018-11-02,2019-02-22,FDA -> HealthCanada
losartan potassium,FDA,HealthCanada,261,8.5742444152431,1995-04-14,1995-12-31,FDA -> HealthCanada
loteprednol etabonate,FDA,HealthCanada,3942,129.50065703022338,1998-03-09,2008-12-23,FDA -> HealthCanada
lovastatin,HealthCanada,FDA,1727,56.73455978975033,1997-03-26,2001-12-17,HealthCanada -> FDA
lurasidone hydrochloride,FDA,HealthCanada,594,19.513797634691194,2010-10-28,2012-06-13,FDA -> HealthCanada
lurbinectedin,FDA,HealthCanada,471,15.473061760840999,2020-06-15,2021-09-29,FDA -> HealthCanada
macitentan,FDA,HealthCanada,19,0.6241787122207622,2013-10-18,2013-11-06,FDA -> HealthCanada
magnesium chloride,HealthCanada,FDA,3494,114.7831800262812,1996-12-31,2006-07-26,HealthCanada -> FDA
magnesium sulfate,FDA,HealthCanada,9366,307.6872536136662,1995-07-11,2021-03-02,FDA -> HealthCanada
mannitol,HealthCanada,FDA,3101,101.87253613666228,2002-04-09,2010-10-05,HealthCanada -> FDA
maraviroc,FDA,HealthCanada,46,1.5111695137976346,2007-08-06,2007-09-21,FDA -> HealthCanada
maribavir,FDA,HealthCanada,296,9.724047306176084,2021-11-23,2022-09-15,FDA -> HealthCanada
mavacamten,FDA,HealthCanada,194,6.3731931668856765,2022-04-28,2022-11-08,FDA -> HealthCanada
medroxyprogesterone acetate,FDA,HealthCanada,151,4.9605781865965834,1996-08-09,1997-01-07,FDA -> HealthCanada
mefenamic acid,HealthCanada,FDA,5126,168.3968462549277,1996-11-06,2010-11-19,HealthCanada -> FDA
megestrol acetate,FDA,HealthCanada,93,3.055190538764783,1995-09-29,1995-12-31,FDA -> HealthCanada
meloxicam,FDA,HealthCanada,1302,42.77266754270696,2000-04-13,2003-11-06,FDA -> HealthCanada
memantine hydrochloride,FDA,HealthCanada,419,13.764783180026281,2003-10-16,2004-12-08,FDA -> HealthCanada
mepivacaine hydrochloride,HealthCanada,FDA,2523,82.88436268068331,2001-06-01,2008-04-28,HealthCanada -> FDA
mepolizumab,FDA,HealthCanada,1434,47.109067017082786,2015-11-04,2019-10-08,FDA -> HealthCanada
mercaptopurine,FDA,HealthCanada,3544,116.4257555847569,2004-02-11,2013-10-25,FDA -> HealthCanada
meropenem,FDA,HealthCanada,6335,208.1143232588699,1996-06-21,2013-10-25,FDA -> HealthCanada
mesna,HealthCanada,FDA,496,16.294349540078844,1999-12-17,2001-04-26,HealthCanada -> FDA
metformin hydrochloride,FDA,HealthCanada,303,9.95400788436268,1995-03-03,1995-12-31,FDA -> HealthCanada
methadone hydrochloride,FDA,HealthCanada,1799,59.09986859395532,1995-04-28,2000-03-31,FDA -> HealthCanada
methazolamide,FDA,HealthCanada,2099,68.95532194480946,1996-08-28,2002-05-28,FDA -> HealthCanada
methimazole,FDA,HealthCanada,2623,86.16951379763469,2000-03-29,2007-06-04,FDA -> HealthCanada
methotrexate,HealthCanada,FDA,3608,118.52825229960578,2003-11-25,2013-10-11,HealthCanada -> FDA
methoxsalen,FDA,HealthCanada,5187,170.40078843626807,1999-02-25,2013-05-09,FDA -> HealthCanada
methylene blue,HealthCanada,FDA,5507,180.9132720105125,2001-03-11,2016-04-08,HealthCanada -> FDA
methylnaltrexone bromide,HealthCanada,FDA,27,0.8869908015768725,2008-03-28,2008-04-24,HealthCanada -> FDA
methylphenidate hydrochloride,FDA,HealthCanada,56,1.8396846254927726,1997-08-29,1997-10-24,FDA -> HealthCanada
methylprednisolone acetate,HealthCanada,FDA,3342,109.78975032851511,1995-12-31,2005-02-23,HealthCanada -> FDA
metoclopramide hydrochloride,HealthCanada,FDA,21,0.6898817345597897,1995-09-14,1995-10-05,HealthCanada -> FDA
metoprolol tartrate,FDA,HealthCanada,769,25.26281208935611,1995-01-31,1997-03-10,FDA -> HealthCanada
metreleptin,FDA,HealthCanada,3614,118.72536136662286,2014-02-24,2024-01-17,FDA -> HealthCanada
