Generic Name,Trade Name,Date Designated,Orphan Designation,Orphan Designation Status,Date Designation Withdrawn or Revoked,FDA Orphan Approval Status,Approved Labeled Indication,Marketing Approval Date,Exclusivity End Date,"Exclusivity Protected Indication * (Shown for approvals from Jan. 1, 2013, to the present)",Sponsor Company,Sponsor Address 1,Sponsor Address 2,Sponsor City,Sponsor State,Sponsor Zip,Sponsor Country,CF Grid Key
bosentan,Tracleer,2000-06-10 00:00:00,Treatment of pulmonary arterial hypertension,Designated/Approved,,,"Treatment of pulmonary arterial hypertension (PAH) (WHO Group 1) in pediatric patients aged 3 years and older with idiopathic or congenital PAH to improve pulmonary vascular resistance (PVR), which is expected to result in an improvement in exercise ability",2017-05-09 00:00:00,2024-05-09 00:00:00,"Treatment of pulmonary arterial hypertension (PAH) (WHO Group 1) in pediatric patients aged 3 years and older with idiopathic or congenital PAH to improve pulmonary vascular resistance (PVR), which is expected to result in an improvement in exercise ability",Actelion Pharmaceuticals Ltd,1840 Gateway Drive,Suite 300,Cherry Hill,New Jersey,' 08002 ' ,United States,134200.0
bosentan,Tracleer,2000-06-10 00:00:00,Treatment of pulmonary arterial hypertension,Designated/Approved,,,Treatment of pulmonary arterial hypertension.,11/20/2001,11/20/2008,,Actelion Pharmaceuticals Ltd,1840 Gateway Drive,Suite 300,Cherry Hill,New Jersey,' 08002 ' ,United States,134200.0
5-aminolevulinic acid,Gleolan,01/15/2013,Visualization of malignant tissue during surgery for malignant glioma (WHO grades III and IV),Designated/Approved,,,Optical imaging agent indicated in patients with glioma (suspected World Health Organization Grades III or IV on preoperative imaging) as an adjunct for the visualization of malignant tissue during surgery,2017-06-06 00:00:00,2024-06-06 00:00:00,Optical imaging agent indicated in patients with glioma (suspected World Health Organization Grades III or IV on preoperative imaging) as an adjunct for the visualization of malignant tissue during surgery,NX Development Corporation,1827 South Bayshore Lane,,Miami,Florida,' 33133 ' ,United States,387312.0
abatacept,Orencia,12/26/2017,Prevention of graft versus host disease,Designated/Approved,,,"prophylaxis of acute graft versus host disease (aGVHD), in combination with a calcineurin inhibitor and methotrexate, in adults and pediatric patients 2 years of age and older undergoing hematopoietic stem cell transplantation (HSCT) from a matched or 1 allele-mismatched unrelated-donor",12/15/2021,12/15/2028,prophylaxis of acute graft versus host disease (aGVHD) in adults and pediatric patients 2 years of age and older undergoing hematopoietic stem cell transplantation (HSCT) from a matched or 1 allele-mismatched unrelated-donor,Bristol-Myers Squibb Co.,P. O. Box 5326,,Princeton,New Jersey,' 08543 ' ,United States,614117.0
acalabrutinib,Calquence,05/13/2015,Treatment of chronic lymphocytic leukemia (CLL).,Designated/Approved,,,Treatment of adult patients with chronic lymphocytic leukemia (CLL) or small lymphocytic lymphoma (SLL),2022-04-08 00:00:00,,,"Acerta Pharma, LLC (a member of the AstraZeneca Group)",121 Oyster Point Boulevard,,South San Francisco,California,' 94080 ' ,United States,477415.0
acalabrutinib,Calquence,09/21/2015,Treatment of mantle cell lymphoma.,Designated/Approved,,,Treatment of adult patients with mantle cell lymphoma (MCL) who have received at least one prior therapy,2022-04-08 00:00:00,,,"Acerta Pharma, LLC (a member of the AstraZeneca Group)",121 Oyster Point Boulevard,,South San Francisco,California,' 94080 ' ,United States,488915.0
acalabrutinib,Calquence,09/21/2015,Treatment of mantle cell lymphoma.,Designated/Approved,,,in combination with bendamustine and rituximab for the treatment of adult patients with previously untreated mantle cell lymphoma (MCL) who are ineligible for autologous hematopoietic stem cell transplantation (HSCT),01/16/2025,,,"Acerta Pharma, LLC (a member of the AstraZeneca Group)",121 Oyster Point Boulevard,,South San Francisco,California,' 94080 ' ,United States,488915.0
acalabrutinib,CALQUENCE,09/21/2015,Treatment of mantle cell lymphoma.,Designated/Approved,,,treatment of adult patients with mantle cell lymphoma (MCL) who have received at least one prior therapy,10/31/2017,10/31/2024,treatment of adult patients with mantle cell lymphoma (MCL) who have received at least one prior therapy,"Acerta Pharma, LLC (a member of the AstraZeneca Group)",121 Oyster Point Boulevard,,South San Francisco,California,' 94080 ' ,United States,488915.0
acetylcysteine,Acetadote,10/19/2001,For the intravenous treatment of moderate to severe acetaminophen overdose,Designated/Approved,,,"For the use of Acetadote(registered TM) Injection, administered intravenously within 8 to 10 hours after ingestion of a potentially heptotoxic quantity of acetaminophen, to prevent or lessen hepatic injur",01/23/2004,01/23/2011,,"Cumberland Pharmaceuticals, Inc.",209 10th Street South,Suite 332,Nashville,Tennessee,' 37203 ' ,United States,148401.0
acetylcysteine effervescent tablets for oral solution,Cetylev,02/24/2015,Preventing hepatic injury from acetaminophin overdose,Designated/Approved,,,Indicated to prevent or lessen hepatic injury after ingestion of a potentially hepatotoxic quantity of acetaminophen in patients with acute ingestion or from repeated supratherapeutic ingestion,01/29/2016,,,"Arbor Pharmaceuticals, Inc.",6 Concourse Parkway,Suite 1800,Atlanta,Georgia,' 30328 ' ,United States,401713.0
acoramidis,Attruby,2018-02-10 00:00:00,Treatment of transthyretin amyloidosis,Designated/Approved,,,treatment of the cardiomyopathy of wild-type or variant transthyretin-mediated amyloidosis (ATTR-CM) in adults to reduce cardiovascular death and cardiovascular-related hospitalization,11/22/2024,11/22/2031,treatment of the cardiomyopathy of wild-type or variant transthyretin-mediated amyloidosis (ATTR-CM) in adults to reduce cardiovascular death and cardiovascular-related hospitalization,"BridgeBio Pharma, Inc.","1800 Owens St., Suite C-1200",,San Francisco,California,' 94158 ' ,United States,593117.0
acyclovir,Avaclyr,12/13/2010,Treatment of acute herpetic keratitis caused by Herpes Simplex Virus type 1 and 2,Designated/Approved,,,AVACLYR is a sterile topical antiviral indicated for the treatment of acute herpetic keratitis (dendritic ulcers) in patients with herpes simplex (HSV-1 and HSV-2) virus.,03/29/2019,03/29/2026,AVACLYR is a sterile topical antiviral indicated for the treatment of acute herpetic keratitis (dendritic ulcers) in patients with herpes simplex (HSV-1 and HSV-2) virus.,Fera Pharmaceuticals,134 Birch Hill Road,,Locust Valley,New York,' 11560 ' ,United States,325010.0
adagrasib,Krazati,2021-07-06 00:00:00,Treatment for KRAS G12C Positive NSCLC,Designated/Approved,,,"Treatment of adult patients with KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC), as determined by an FDA-approved test, who have received at least one prior systemic therapy",2022-12-12 00:00:00,2029-12-12 00:00:00,"Treatment of adult patients with KRAS G12C-mutated locally advanced or metastatic non-small cell lung cancer (NSCLC), as determined by an FDA-approved test, who have received at least one prior systemic therapy",Bristol-Myers Squibb Company,3401 Princeton Pike,,Lawrenceville,New Jersey,' 08648 ' ,United States,756320.0
adalimumab,HUMIRA,10/19/2006,Treatment of pediatric Crohn's disease,Designated/Approved,,,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 years of age and older with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.",09/23/2014,09/23/2021,"Reducing signs and symptoms and inducing and maintaining clinical remission in patients 6 through 16 years of age with moderately to severely active Crohn's disease who have had an inadequate response to corticosteroids or immunomodulators such as azathioprine, 6-mercaptopurine, or methotrexate.","AbbVie, Inc.",1 N. Waukegan Road,"Bldg AP30, Dept. PA77",North Chicago,Illinois,' 60064 ' ,United States,230306.0
adalimumab,Humira,05/13/2014,"Treatment of non-infectious intermediate, posterior, or panuveitis, or chronic non-infectious anterior uveitis",Designated/Approved,,,"Treatment of non-infectious intermediate, posterior, and panuveitis in adults and pediatric patients 2 years of age and older",09/28/2018,09/28/2025,"Treatment of non-infectious intermediate, posterior, and panuveitis in pediatric patients 2 years of age and older","AbbVie, Inc.",1 North Waukegan Road,,North Chicago,Illinois,' 60064 ' ,United States,318510.0
adalimumab,HUMIRA,05/13/2015,Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease),Designated/Approved,,,Treatment of moderate to severe hidradenitis suppurativa in patients 12 years of age and older.,10/16/2018,10/16/2025,Treatment of moderate to severe hidradenitis suppurativa (HS) in adolescent patients 12 years of age and older.,"AbbVie, Inc.",1 North Waukegan Road,,North Chicago,Illinois,' 60064 ' ,United States,446414.0
adalimumab,HUMIRA,05/13/2015,Treatment of moderate to severe hidradenitis suppurativa (Hurley stage 2 and Hurley stage 3 disease),Designated/Approved,,,Treatment of moderate to severe hidradenitis suppurativa,2015-09-09 00:00:00,2022-09-09 00:00:00,Treatment of moderate to severe hidradenitis suppurativa,"AbbVie, Inc.",1 North Waukegan Road,,North Chicago,Illinois,' 60064 ' ,United States,446414.0
adalimumab,Humira,2011-11-05 00:00:00,Treatment of pediatric patients with ulcerative colitis,Designated/Approved,,,treatment of moderately to severely active ulcerative colitis in pediatric patients 5 years of age and older. Limitations of Use: The effectiveness of HUMIRA has not been established in patients who have lost response to or were intolerant to TNF blockers.,02/24/2021,02/24/2028,treatment of moderately to severely active ulcerative colitis in pediatric patients 5 years of age and older. Limitations of Use: The effectiveness of HUMIRA has not been established in patients who have lost response to or were intolerant to TNF blockers.,"AbbVie, Inc.",1 North Waukegan Rd,Dept PA72; Bldg AP30-4,North Chicago,Illinois,' 60064 ' ,United States,340911.0
adalimumab,Humira,05/13/2014,"Treatment of non-infectious intermediate, posterior, or panuveitis, or chronic non-infectious anterior uveitis",Designated/Approved,,,"Indicated for the treatment of non-infectious intermediate, posterior and panuveitis in adult patients",06/30/2016,06/30/2023,"Indicated for the treatment of non-infectious intermediate, posterior and panuveitis in adult patients","AbbVie, Inc.",1 North Waukegan Road,,North Chicago,Illinois,' 60064 ' ,United States,318510.0
adalimumab,Humira,03/21/2005,Treatment of juvenile rheumatoid arthritis,Designated/Approved,,,Reducing signs and symptoms of moderately to severely active polyarticular juvenile idiopathic arthritis in patients 2 years of age and older.,09/30/2014,09/30/2021,Treatment of polyarticular juvenile idiopathic arthritis in patients 2 to less than 4 years of age.,AbbVie Inc.,1 North Waukegan Road,Bldg. AP-30,North Chicago,Illinois,' 60064 ' ,United States,200905.0
adalimumab,Humira,03/21/2005,Treatment of juvenile rheumatoid arthritis,Designated/Approved,,,Reducing signs and symptoms of moderately to severely active polyarticular juvenile idiopathic arthritis in patients 4 years of age and older.,02/21/2008,02/21/2015,,AbbVie Inc.,1 North Waukegan Road,Bldg. AP-30,North Chicago,Illinois,' 60064 ' ,United States,200905.0
afamelanotide,SCENESSE,07/17/2008,Treatment of erythropoietic porphyrias,Designated/Approved,,,SCENESSE is indicated to increase pain free light exposure in adult patients with a history of phototoxic reactions from erythropoietic protoporphyria (EPP),2019-08-10 00:00:00,2026-08-10 00:00:00,Indicated to increase pain free light exposure in adult patients with a history of phototoxic reactions from erythropoietic protoporphyria (EPP).,Clinuvel Inc.,P. O. Box 94026,,Menlo Park,California,' 94026 ' ,United States,263208.0
afatinib,Gilotrif,2015-03-08 00:00:00,Treatment of non-small cell lung cancer with squamous histology.,Designated/Approved,,,"Treatment of patients with metastatic, squamous, non-small cell lung cancer progressing after platinum-based chemotherapy",04/15/2016,04/15/2023,"Treatment of patients with metastatic, squamous, non-small cell lung cancer progressing after platinum-based chemotherapy","Boehringer Ingelheim Pharmaceuticals, Inc.",900 Ridgebury Road,P. O. Box 368,Ridgefield,Connecticut,' 06877 ' ,United States,484115.0
afatinib,Gilotrif,2012-03-12 00:00:00,Treatment of epidermal growth factor receptor (EGFR) mutation-positive non-small cell lung cancer (NSCLC).,Designated/Approved,,,First-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,2013-12-07 00:00:00,2020-12-07 00:00:00,First-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have epidermal growth factor receptor (EGFR) exon 19 deletions or exon 21 (L858R) substitution mutations as detected by an FDA-approved test.,"Boehringer Ingelheim Pharmaceuticals, Inc.",900 Ridgebury Road,P. O. Box 368,Ridgefield,Connecticut,' 06877 ' ,United States,375712.0
afatinib,Gilotrif,2012-03-12 00:00:00,Treatment of epidermal growth factor receptor (EGFR) mutation-positive non-small cell lung cancer (NSCLC).,Designated/Approved,,,GILOTRIF is indicated for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have non-resistant epidermal growth factor receptor (EGFR) mutations as detected by an FDA-approved test.,2018-12-01 00:00:00,2025-12-01 00:00:00,GILOTRIF is indicated for the first-line treatment of patients with metastatic non-small cell lung cancer (NSCLC) whose tumors have non-resistant epidermal growth factor receptor (EGFR) mutations other than exon 19 deletions or exon 21 (L858R) substiution mutationas as detected by an FDA-approved test.,"Boehringer Ingelheim Pharmaceuticals, Inc.",900 Ridgebury Road,P. O. Box 368,Ridgefield,Connecticut,' 06877 ' ,United States,375712.0
aflibercept,Eylea,07/23/2019,Treatment of Retinopathy of Prematurity,Designated/Approved,,,treatment of retinopathy of prematurity (ROP),2023-08-02 00:00:00,2030-08-02 00:00:00,treatment of retinopathy of prematurity (ROP),"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,,Tarrytown,New York,' 10591 ' ,United States,694319.0
agalsidase beta,Fabrazyme,01/19/1988,Treatment of Fabry's disease.,Designated/Approved,,,For use in patients with Fabry disease to reduce globotriaosylceramide (GL-3) deposition in capillary endothelium of the kidney and certain other cell types,04/24/2003,04/24/2010,,Genzyme Corporation,One Kendall Square,,Cambridge,Massachusetts,' 02139 ' ,United States,15286.0
agalsidase beta,Fabrazyme,01/19/1988,Treatment of Fabry's disease.,Designated/Approved,,,treatment of adult and pediatric patients 2 years of age and older with confirmed Fabry disease,2021-11-03 00:00:00,2028-11-03 00:00:00,treatment of pediatric patients 2 years of age up to patients 8 years of age with confirmed Fabry disease,Genzyme Corporation,One Kendall Square,,Cambridge,Massachusetts,' 02139 ' ,United States,15286.0
Albendazole,Albenza,01/18/1996,"Treatment of neurocysticercosis due to Taenia solium as: 1) chemotherapy of parenchymal, subarachnoidal and racemose (cysts in spinal fluid) neurocysticercosis in symptomatic cases and 2) prophylaxis of epilepsy and other sequelae in asymptomatic neurocysticercosis.",Designated/Approved,,,"Treatment of parenchymal neurocysticercosis due to active lesions caused by larval forms of the pork tapeworm, Taenia solium.",1996-11-06 00:00:00,2003-11-06 00:00:00,,"Impax Laboratories, LLC",400 Crossing Boulevard,Third Floor,Bridgewater,New Jersey,' 08807 ' ,United States,94295.0
Albendazole,Albenza,01/17/1996,Treatment of hydatid disease (cystic echinococcosis due to E. granulosus larvae or alveolar echinococcosis due to E. multilocularis larvae).,Designated/Approved,,,"Treatment of cystic hydatid disease of the liver, lung, and peritoneum, caused by the larval form of the dog tapeworm, Echinococcus granulosus.",1996-11-06 00:00:00,2003-11-06 00:00:00,,"Impax Laboratories, LLC",400 Crossing Boulevard,Third Floor,Bridgewater,New Jersey,' 08807 ' ,United States,94195.0
Aldesleukin,Proleukin,09/14/1988,Treatment of metastatic renal cell carcinoma.,Designated/Approved,,,Treatment of adults (>18 years old) with metastatic renal cell carcinoma.,1992-05-05 00:00:00,1999-05-05 00:00:00,,Chiron Corporation,4560 Horton Street,,Emeryville,California,' 94608 ' ,United States,29088.0
Aldesleukin,Proleukin,1996-10-09 00:00:00,Treatment of metastatic melanoma.,Designated/Approved,,,Treatment of adults with metastatic melanoma.,1998-09-01 00:00:00,2005-09-01 00:00:00,,Chiron Corporation,4560 Horton Street,,Emeryville,California,' 94608 ' ,United States,100696.0
alectinib,Alecensa,01/27/2015,Treatment of ALK-positive non-small cell lung cancer,Designated/Approved,,,"adjuvant treatment in adult patients following tumor resection of anaplastic lymphoma kinase (ALK)-positive non-small cell lung cancer (NSCLC) (tumors greater than or equal to 4 cm or node positive), as detected by an FDA-approved test",04/18/2024,04/18/2031,"adjuvant treatment in adult patients following tumor resection of anaplastic lymphoma kinase (ALK)-positive non-small cell lung cancer (NSCLC) (tumors greater than or equal to 4 cm or node positive), as detected by an FDA-approved test","Hoffmann-La Roche, Inc. (c/o Genentech, Inc.)","1 DNA Way, MS #355E",,South San Francisco,California,' 94080 ' ,United States,462814.0
alectinib,Alecensa,01/27/2015,Treatment of ALK-positive non-small cell lung cancer,Designated/Approved,,,"ALECENSA is indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive, metastatic non-small cell lung cancer (NSCLC) who have progressed on or are intolerant to crizotinib.",2015-11-12 00:00:00,2022-11-12 00:00:00,"Treatment of patients with anaplastic lymphoma kinase (ALK)-positive metastatic non-small cell lung cancer (NSCLC), who have progressed on or are intolerant to crizotinib","Hoffmann-La Roche, Inc. (c/o Genentech, Inc.)","1 DNA Way, MS #355E",,South San Francisco,California,' 94080 ' ,United States,462814.0
alectinib,Alecensa,01/27/2015,Treatment of ALK-positive non-small cell lung cancer,Designated/Approved,,,"ALECENSA is indicated for the treatment of patients with anaplastic lymphoma kinase (ALK)-positive, metastatic non-small cell lung cancer (NSCLC) as detected by an FDA-approved test.",2017-06-11 00:00:00,2024-06-11 00:00:00,"Treatment of patients with anaplastic lymphoma kinase (ALK)-positive, metastatic non-small-cell lung cancer (NSCLC) as detected by an FDA-approved test, excluding patients who have progressed on or are intolerant to crizotinib.","Hoffmann-La Roche, Inc. (c/o Genentech, Inc.)","1 DNA Way, MS #355E",,South San Francisco,California,' 94080 ' ,United States,462814.0
alirocumab,Praluent,06/15/2017,Treatment of homozygous familial hypercholesterolemia,Designated/Approved,,,as an adjunct to other LDL-C-lowering therapies in adult patients with homozygous familial hypercholesterolemia (HoFH) to reduce LDL-C,2021-01-04 00:00:00,2028-01-04 00:00:00,as an adjunct to other LDL-C-lowering therapies in adult patients with homozygous familial hypercholesterolemia (HoFH) to reduce LDL-C,"Regeneron Pharmaceuticals, Inc.",777 Old Saw Mill River Road,,Tarrytown,New York,' 10591 ' ,United States,580617.0
Alitretinoin,Panretin,03/24/1998,Treatment of AIDS-related Kaposi's sarcoma.,Designated/Approved,,,Topical treatment of cutaneous lesions in patients with AIDS-related Kaposi's sarcoma.,1999-02-02 00:00:00,2006-02-02 00:00:00,,Advanz Pharma (US) Corp.,"2801 Lakeside Drive, Ste 210, Office 7",,Bannockburn,Illinois,' 60015 ' ,United States,110998.0
alpelisib,Vijoice,11/18/2019,Treatment of PIK3CA-related overgrowth spectrum,Designated/Approved,,,treatment of adult and pediatric patients 2 years of age and older with severe manifestations of PIK3CA-Related Overgrowth Spectrum (PROS) who require systemic therapy,04/24/2024,,,Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,' 07936 ' ,United States,710819.0
alpelisib,Vijoice,11/18/2019,Treatment of PIK3CA-related overgrowth spectrum,Designated/Approved,,,Treatment of adult and pediatric patients 2 years of age and older with severe manifestations of PIK3CA-Related Overgrowth Spectrum (PROS) who require systemic therapy,2022-05-04 00:00:00,2029-05-04 00:00:00,Treatment of adult and pediatric patients 2 years of age and older with severe manifestations of PIK3CA-Related Overgrowth Spectrum (PROS) who require systemic therapy,Novartis Pharmaceuticals Corporation,One Health Plaza,,East Hanover,New Jersey,' 07936 ' ,United States,710819.0
Altretamine,Hexalen,1984-09-02 00:00:00,Treatment of advanced adenocarcinoma of the ovary.,Designated/Approved,,,Single agent palliative treatment of patients with persistent or recurrent ovarian cancer following first-line therapy with a cisplatin and/or alkylating agent based combination.,12/26/1990,12/26/1997,,"Medimmune Oncology, Inc.",One Tower Bridge,"100 Front Street, Suite 400",West Conshohocken,Pennsylvania,' 19428 ' ,United States,983.0
Amantadine hydrochloride,Gocovri,2015-09-04 00:00:00,Treatment of levodopa-induced dyskinesia,Designated/Approved,,,treatment of dyskinesia in patients with Parkinson's disease receiving levodopa-based therapy with or without concomitant dopminergic medications,08/24/2017,08/24/2024,treatment of dyskinesia in patients with Parkinson's disease receiving levodopa-based therapy with or without concomitant dopminergic medications,"Adamas Pharmaceuticals, Inc.",1900 Powell Street,Suite 750,Emeryville,California,' 94608 ' ,United States,413213.0
ambrisentan,Letairis,07/16/2004,Treatment of pulmonary arterial hypertension,Designated/Approved,,,Treatment of pulmonary arterial hypertension (WHO group I) in patients with WHO class II or III symptoms to improve exercise capacity and delay clinical worsening,06/15/2007,06/15/2014,,Gilead Colorado,7575 West 103rd Avenue,Suite 102,Westminister,Colorado,' 80021 ' ,United States,183604.0
amifampridine,Firdapse,2009-12-11 00:00:00,Treatment of Lambert-Eaton Myasthenic Syndrome,Designated/Approved,,,Treatment of Lambert-Eaton myasthenic syndrome (LEMS) in adults and pediatric patients 6 years of age and older,09/29/2022,,,"Catalyst Pharmaceuticals, Inc.",355 Alhambra Circle,Suite 1250,Coral Gables,Florida,' 33134 ' ,United States,295309.0
amifampridine,Firdapse,2009-12-11 00:00:00,Treatment of Lambert-Eaton Myasthenic Syndrome,Designated/Approved,,,Treatment of Lambert-Eaton myasthenic syndrome (LEMS) in adults,11/28/2018,11/28/2025,Treatment of Lambert-Eaton myasthenic syndrome (LEMS),"Catalyst Pharmaceuticals, Inc.",355 Alhambra Circle,Suite 1250,Coral Gables,Florida,' 33134 ' ,United States,295309.0
Amifostine,Ethyol,05/30/1990,For use as a chemoprotective agent for cisplatin in the treatment of advanced ovarian carcinoma.,Designated/Approved,,,To reduce the cumulative renal toxicity associated with repeated administration of cisplatin in patients with advanced ovarian cancer.,1995-08-12 00:00:00,2002-08-12 00:00:00,,"Medimmune Oncology, Inc.",One Tower Bridge,"100 Front Street, Suite 400",West Conshohocken,Pennsylvania,' 19428 ' ,United States,42789.0
Amifostine,Ethyol,1998-12-05 00:00:00,Reduction of the incidence of moderate to severe xerostomia in patients undergoing post-operative radiation treatment for head and neck cancer.,Designated/Approved,,,"Reduction of the incidence of moderate to severe xerostomia in patients undergoing post-operative radiation treatment for head and neck cancer, where the radiation port includes a substantial portion of the parotid glands.",06/24/1999,06/24/2006,,"Medimmune Oncology, Inc.",One Tower Bridge,"100 Front Street, Suite 400",West Conshohocken,Pennsylvania,' 19428 ' ,United States,111698.0
Amiodarone HCl,Cordarone,03/16/1994,For the acute treatment and prophylaxis of life-threatening ventricular tachycardia or ventricular fibrillation.,Designated/Approved,,,For initiation of treatment and prophylaxis of frequently recurring ventricular fibrillation and hemodynamically unstable ventricular tachycardia in patients refractory to other therapy.,1995-03-08 00:00:00,2002-03-08 00:00:00,,Wyeth-Ayerst Laboratories,P.O. Box 8299,,Philadelphia,Pennsylvania,' 19101 ' ,United States,77293.0
Amphotericin B lipid complex,Abelcet,1991-05-12 00:00:00,Treatment of invasive fungal infections.,Designated/Approved,,,Treatment of invasive fungal infections in patients who are refractory to or intolerant of conventional amphotericin B therapy.,10/18/1996,10/18/2003,,"Liposome Company, Inc.",One Research Way,,Princeton,New Jersey,' 08540 ' ,United States,57891.0
anacaulase-bcdb,NexoBrid,08/20/2003,"Debridement of acute, deep dermal burns in hospitalized patients",Designated/Approved,,,eschar removal in adults with deep partial thickness (DPT) and/or full thickness (FT) thermal burns,12/28/2022,12/28/2029,eschar removal in hospitalized adults with deep partial thickness (DPT) and/or full thickness (FT) thermal burns,Vericel Corporation,64 Sidney St.,,Cambridge,Massachusetts,' 02139 ' ,United States,156102.0
anacaulase-bcdb,NexoBrid,08/20/2003,"Debridement of acute, deep dermal burns in hospitalized patients",Designated/Approved,,,eschar removal in adults and pediatric patients with deep partial thickness (DPT) and/or full thickness (FT) thermal burns,08/15/2024,08/15/2031,eschar removal in hospitalized pediatric patients with deep partial thickness (DPT) and/or full thickness (FT) thermal burns,Vericel Corporation,64 Sidney St.,,Cambridge,Massachusetts,' 02139 ' ,United States,156102.0
Anagrelide,Agrylin,01/27/1988,Treatment of essential thrombocythemia.,Designated/Approved,,,Treatment of patients with essential thrombocythemia to reduce the elevated platelet count and the risk of thrombosis and to ameliorate associated symptoms.,03/14/1997,03/14/2004,,"Takeda Development Center Americas, Inc.",500 Kendall Street,,Cambridge,Massachusetts,' 02142 ' ,United States,20887.0
anakinra,Kineret,06/29/2020,Treatment of Deficiency of IL-1 Receptor Antagonist,Designated/Approved,,,treatment of Deficiency of Interleukin-1 Receptor Antagonist (DIRA),12/18/2020,12/18/2027,treatment of Deficiency of Interleukin-1 Receptor Antagonist (DIRA),Swedish Orphan Biovitrum AB (PUBL),Tomtebodav䧥n 23A,,Stockholm,,' ' ,Sweden,745420.0
anakinra,Kineret,08/19/2010,Treatment of cryopyrin-associated periodic syndromes,Designated/Approved,,,Treatment of neonatal-onset multisystem inflammatory disease (NOMID),12/21/2012,12/21/2019,,Swedish Orphan Biovitrum AB (publ),SE-011276,,Stockholm,,' ' ,Sweden,312110.0
ansuvimab-zykl,EBANGA,2019-08-05 00:00:00,Treatment of Ebola Virus Disease,Designated/Approved,,,"treatment of infection caused by Zaire ebolavirus in adult and pediatric patients, including neonates born to a mother who is RT-PCR positive for Zaire ebolavirus infection",12/21/2020,12/21/2027,"treatment of infection caused by Zaire ebolavirus in adult and pediatric patients, including neonates born to a mother who is RT-PCR positive for Zaire ebolavirus infection",Emergent Manufacturing Operations Baltimore LLC,5901 East Lombard Street,,Baltimore,Maryland,' 21224 ' ,United States,683019.0
Apomorphine HCl,Apokyn,04/22/1993,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.,Designated/Approved,,,"For the acute, intermittent treatment of hypomobility, ""off"" episodes (""end-of-dose-wearing-off"" and unpredictable :on/off"" episodes) associated with advanced Parkinson's disease",04/20/2004,04/20/2011,,"MDD US Operations, LLC",4441 Springdale Road,,Louisville,Kentucky,' 40207 ' ,United States,57591.0
apomorphine hydrochloride,Onapgo,04/22/1993,Treatment of the on-off fluctuations associated with late-stage Parkinson's disease.,Designated/Approved,,,treatment of motor fluctuations in adults with advanced Parkinsons disease,2025-03-02 00:00:00,,,"MDD US Operations, LLC",4441 Springdale Road,,Louisville,Kentucky,' 40207 ' ,United States,57591.0
apremilast,OTEZLA,01/17/2013,Treatment of Behcet's disease,Designated/Approved,,,OTEZLA is indicated for the treatment of adult patients with oral ulcers associated with Beh祴s Disease.,07/19/2019,07/19/2026,For the treatment of adult patients with oral ulcers associated with Beh祴s disease,Amgen Inc.,One Amgen Center Drive,Mailstop: 27-2-D,Thousand Oaks,California,' 91320 ' ,United States,384812.0
Aprotinin,Trasylol,11/17/1993,"For prophylactic use to reduce perioperative blood loss and the homologous blood transfusion requirement in patients undergoing cardiopulmonary bypass surgery in the course of repeat coronary artery bypass graft surgery, and in selected cases of primary coronary artery bypass graft surgery where the risk of bleeding is especially high (impaired hemostasis) or where transfusion is unavailable or unacceptable.",Designated/Approved,,,,12/29/1993,12/29/2000,,Bayer Corporation,Pharmaceutical Division,400 Morgan Lane,West Haven,Connecticut,' 06516 ' ,United States,66992.0
arimoclomol,Miplyffa,01/13/2015,"Treatment of Niemann-Pick disease, type C",Designated/Approved,,,for use in combination with miglustat for the treatment of neurological manifestations of Niemann-Pick disease type C (NPC) in adult and pediatric patients 2 years of age and older,09/20/2024,09/20/2031,treatment of neurological manifestations of Niemann-Pick disease type C (NPC) in adult and pediatric patients 2 years of age and older,Zevra Denmark A/S,Ole Maaloes Vej 3,,Copenhagen,Kbenhavn,' 2200 ' ,Denmark,458814.0
aripiprazole,Abilify,01/25/2006,Treatment of Tourette's syndrome,Designated/Approved,,,Treatment of pediatric patients with Tourette's,2014-12-12 00:00:00,2021-12-12 00:00:00,Treatment of pediatric patients with Tourette's,Otsuka Pharmaceutical Development,and Commercialization,1st Floor,Princeton,New Jersey,' 08540 ' ,United States,207905.0
